Plant	Name of Plant	Plant Family	Virus Genome	Virus Type	Virus Family	Name of Virus	Virus Strain	Type of Extract	Active Class	Actve Compound	Title of Paper	Name of Author	Reference of Journal	PMID No.
	Salvia rhytidea	Lamiaceae	RNA	Class IV	Flaviviridae	HCV		Methanol extract			In vitro evaluation of anti-herpes simplex-1 activity of three standardized medicinal plants from Lamiaceae	Ansari M. et. al.	Anc Sci Life. 2014 Jul-Sep; 34(1): 33–38	25737608
	Zatria multiflora	Lamiaceae	DNA	Class I	Herpesviridae	HSV		Methanol extract			Anti herpes simplex-1 activity of a standard extract of Zataria multiflora Boiss	Arabzadeh AM. et. al.	Pak J Biol Sci. 2013 Feb 15;16(4):180-4	24171266
	Mallotus peltatus	Euphorbiaceae	DNA	Class I	Herpesviridae	HSV		Methanolic crude		Ursolic acid	Anti-herpes virus activities of bioactive fraction and isolated pure constituent of Mallotus peltatus: an ethnomedicine from Andaman Islands	Bag P. et. al.	Virol J. 2012 May 24;9:98	22624581
	Mallotus peltatus	Euphorbiaceae	DNA	Class I	Herpesviridae	HSV		Methanolic crude		Ursolic acid	Anti-herpes virus activities of bioactive fraction and isolated pure constituent of Mallotus peltatus: an ethnomedicine from Andaman Islands	Bag P. et. al.	Virol J. 2012 May 24;9:98	22624581
	Achyranthes aspera	Amaranthaceae	DNA	Class I	Herpesviridae	HSV		Methanol extract		Oleanolic acid	Anti-herpes virus activities of Achyranthes aspera: an indian ethnomedicine, and its triterpene acid	Mukherjee H. et. al.	Microbiol Res. 2013 May 6;168(4):238-44	23218996
	Achyranthes aspera	Amaranthaceae	DNA	Class I	Herpesviridae	HSV		Methanol extract		Oleanolic acid	Anti-herpes virus activities of Achyranthes aspera: an indian ethnomedicine, and its triterpene acid	Mukherjee H. et. al.	Microbiol Res. 2013 May 6;168(4):238-44	23218996
	Swertia chirata	Gentianaceae	DNA	Class I	Herpesviridae	HSV		Crude extract			Antiviral activity of the Indian medicinal plant extract Swertia chirata against herpes simplex viruses: a study by in-vitro and molecular approach	Verma H. et. al.	Indian J Med Microbiol. 2008 Oct-Dec;26(4):322-6	18974483
	Macaranga kilimandscharica	Euphorbiaceae	RNA	Class IV	Matonaviridae	RuV					Further evaluation of Rwandan medicinal plant extracts for their antimicrobial and antiviral activities	Cos P. et. al.	J Ethnopharmacol. 2002 Feb;79(2):155-63	11801376
Angiosperm(Phanerogams)	Eriosema montanum	Fabaceae	RNA	Class IV	Togaviridae	SFV (Semliki Forest Virus)					Further evaluation of Rwandan medicinal plant extracts for their antimicrobial and antiviral activities	Cos P. et. al.	J Ethnopharmacol. 2002 Feb;79(2):155-63	11801376
Angiosperm(Phanerogams)	Entada abyssinica	Fabaceae	RNA	Class IV	Togaviridae	SFV (Semliki Forest Virus)					Further evaluation of Rwandan medicinal plant extracts for their antimicrobial and antiviral activities	Cos P. et. al.	J Ethnopharmacol. 2002 Feb;79(2):155-63	11801376
Angiosperm(Phanerogams)	Combretum paniculatum	Combretaceae	RNA	Class VI	Retroviridae	HIV		Acetone extract			Antiviral activity against human immunodeficiency virus type 1 (HIV-1) and type 2 (HIV-2) of ethnobotanically selected Ethiopian medicinal plants	Asres K. et. al.	Phytother Res. 2001 Feb;15(1):62-9	11180526
Angiosperm(Phanerogams)	Dodonaea angustifolia	Sapindaceae	RNA	Class VI	Retroviridae	HIV		Methanol extract			Antiviral activity against human immunodeficiency virus type 1 (HIV-1) and type 2 (HIV-2) of ethnobotanically selected Ethiopian medicinal plants	Asres K. et. al.	Phytother Res. 2001 Feb;15(1):62-9	11180526
Angiosperm(Phanerogams)	Combretum paniculatum	Combretaceae	RNA	Class VI	Retroviridae	HIV		Acetone extract			Antiviral activity against human immunodeficiency virus type 1 (HIV-1) and type 2 (HIV-2) of ethnobotanically selected Ethiopian medicinal plants	Asres K. et. al.	Phytother Res. 2001 Feb;15(1):62-9	11180526
Angiosperm(Phanerogams)	Dodonaea angustifolia	Sapindaceae	RNA	Class VI	Retroviridae	HIV		Hexane extract			Antiviral activity against human immunodeficiency virus type 1 (HIV-1) and type 2 (HIV-2) of ethnobotanically selected Ethiopian medicinal plants	Asres K. et. al.	Phytother Res. 2001 Feb;15(1):62-9	11180526
Angiosperm(Phanerogams)	Alcea rosea	Malvaceae	RNA	Class VI	Retroviridae	HIV		Methanol extract			Antiviral activity against human immunodeficiency virus type 1 (HIV-1) and type 2 (HIV-2) of ethnobotanically selected Ethiopian medicinal plants	Asres K. et. al.	Phytother Res. 2001 Feb;15(1):62-9	11180526
	Achyrocline satureioides	Asteraceae	DNA	Class I	Herpesviridae	HSV		Alcohol extract			Search for antiviral activity of certain medicinal plants from Córdoba, Argentina	Zanon SM. et. al.	Rev Latinoam Microbiol. 1999 Apr-Jun;41(2):59-62	10932751
	Ambrossia tenuifolia	Asteraceae	DNA	Class I	Herpesviridae	HSV		Alcohol extract			Search for antiviral activity of certain medicinal plants from Córdoba, Argentina	Zanon SM. et. al.	Rev Latinoam Microbiol. 1999 Apr-Jun;41(2):59-62	10932751
	Baccharis articulata	Asteraceae	DNA	Class I	Herpesviridae	HSV		Alcohol extract			Search for antiviral activity of certain medicinal plants from Córdoba, Argentina	Zanon SM. et. al.	Rev Latinoam Microbiol. 1999 Apr-Jun;41(2):59-62	10932751
	Eupatorium buniifolium	Asteraceae	DNA	Class I	Herpesviridae	HSV		Alcohol extract			Search for antiviral activity of certain medicinal plants from Córdoba, Argentina	Zanon SM. et. al.	Rev Latinoam Microbiol. 1999 Apr-Jun;41(2):59-62	10932751
	Mynthostachys verticillata	lamiaceae	DNA	Class I	Herpesviridae	HSV		Alcohol extract			Search for antiviral activity of certain medicinal plants from Córdoba, Argentina	Zanon SM. et. al.	Rev Latinoam Microbiol. 1999 Apr-Jun;41(2):59-62	10932751
	Plantago brasiliensis	Plantaginaceae	DNA	Class I	Herpesviridae	HSV		Alcohol extract			Search for antiviral activity of certain medicinal plants from Córdoba, Argentina	Zanon SM. et. al.	Rev Latinoam Microbiol. 1999 Apr-Jun;41(2):59-62	10932751
	Plantago mayor	Plantaginaceae	DNA	Class I	Herpesviridae	HSV		Alcohol extract			Search for antiviral activity of certain medicinal plants from Córdoba, Argentina	Zanon SM. et. al.	Rev Latinoam Microbiol. 1999 Apr-Jun;41(2):59-62	10932751
	Verbascum thapsus	Scrophulariaceae	DNA	Class I	Herpesviridae	HSV		Alcohol extract			Search for antiviral activity of certain medicinal plants from Córdoba, Argentina	Zanon SM. et. al.	Rev Latinoam Microbiol. 1999 Apr-Jun;41(2):59-62	10932751
	Baccharis gaudichaudiana	Asteraceae			Picornaviridae	Poliovirus		Organic extract			In vitro antiviral activity of plant extract from asteraceae medicinal plant	Maria F Visintini Jamie. et. al.	Visintini Jaime et al. Virology Journal 2013, 10:245	
Angiosperm(Phanerogams)	Baccharis spicata	Asteraceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)		Organic extract			In vitro antiviral activity of plant extract from asteraceae medicinal plant	Maria F Visintini Jamie. et. al.	Visintini Jaime et al. Virology Journal 2013, 10:245	
	Baccharis spicata	Asteraceae			Picornaviridae	Poliovirus		Organic extract			In vitro antiviral activity of plant extract from asteraceae medicinal plant	Maria F Visintini Jamie. et. al.	Visintini Jaime et al. Virology Journal 2013, 10:245	
	Baccharis spicata	Asteraceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract			In vitro antiviral activity of plant extract from asteraceae medicinal plant	Maria F Visintini Jamie. et. al.	Visintini Jaime et al. Virology Journal 2013, 10:245	
	Tessaria absinthioides	Asteraceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract			In vitro antiviral activity of plant extract from asteraceae medicinal plant	Maria F Visintini Jamie. et. al.	Visintini Jaime et al. Virology Journal 2013, 10:245	
	Tessaria absinthioides	Asteraceae			Picornaviridae	Poliovirus		Organic extract			In vitro antiviral activity of plant extract from asteraceae medicinal plant	Maria F Visintini Jamie. et. al.	Visintini Jaime et al. Virology Journal 2013, 10:245	
Angiosperm(Phanerogams)	Baccharis gaudichaudiana	Asteraceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)		Organic extract			In vitro antiviral activity of plant extract from asteraceae medicinal plant	Maria F Visintini Jamie. et. al.	Visintini Jaime et al. Virology Journal 2013, 10:245	
	Baccharis gaudichaudiana	Asteraceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract			In vitro antiviral activity of plant extract from asteraceae medicinal plant	Maria F Visintini Jamie. et. al.	Visintini Jaime et al. Virology Journal 2013, 10:245	
	Azadirachta indica Juss.	Meliaceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract			In vitro antiviral activity of neem (Azardirachta indica L.) bark extract against herpes simplex virus type-1 infection	Tiwari V. et. al.	Phytother Res. 2010 Aug; 24(8): 1132–1140	20041417
	Azadirachta indica Juss.	Meliaceae				DENV		Aqueous extract			Inhibitory potential of neem (Azadirachta indica Juss) leaves on Dengue virus type-2 replication	Parida MM. et. al.	Journal of EthnopharmacologyVolume 79, Issue 2, February 2002, Pages 273-278	
Angiosperm(Phanerogams)	Trichilia glabra	Meliaceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)					Virucidal activity presence in Trichilia glabra leaves	Cella M. et. al.	Rev Argent Microbiol, 36(3), 136-138.	
	Peucedanum salinum	Apiaceae				ADV		Aqueous extract and Methanol extract			The influence of extracts from Peucedanum salinum on the replication of adenovirus type 5	Rajtar B. et. al.	Arch Med Sci. 2012 Feb 29; 8(1): 43–46	22457673
	Rheum palmatum	Polygonaceae				JEV		Methanol extract		Chrysophanol	Antiviral activity of Rheum palmatum methanol extract and chrysophanol against Japanese encephalitis virus	Chanq SJ. et. al.	Arch Pharm Res. 2014;37(9):1117-23	24395532
	Allium sativum	Amaryllidaceae	DNA	Class I	Herpesviridae	HSV				Ajoene	In vitro virucidal effects of Allium sativum (garlic) extract and compounds	Weber ND. et. al.	Planta Med. 1992 Oct;58(5):417-23	1470664
	Allium sativum	Amaryllidaceae	DNA	Class I	Herpesviridae	HSV				Ajoene	In vitro virucidal effects of Allium sativum (garlic) extract and compounds	Weber ND. et. al.	Planta Med. 1992 Oct;58(5):417-23	1470664
	Allium sativum	Amaryllidaceae				Parainfluenza virus				Ajoene	In vitro virucidal effects of Allium sativum (garlic) extract and compounds	Weber ND. et. al.	Planta Med. 1992 Oct;58(5):417-23	1470664
	Allium sativum	Amaryllidaceae				VACV				Ajoene	In vitro virucidal effects of Allium sativum (garlic) extract and compounds	Weber ND. et. al.	Planta Med. 1992 Oct;58(5):417-23	1470664
Angiosperm(Phanerogams)	Allium sativum	Amaryllidaceae	RNA	Class V	Rhabdoviridae	VSV (Vesicular Stomatitis Virus)				Ajoene	In vitro virucidal effects of Allium sativum (garlic) extract and compounds	Weber ND. et. al.	Planta Med. 1992 Oct;58(5):417-23	1470664
	Allium sativum	Amaryllidaceae				Rhinovirus				Ajoene	In vitro virucidal effects of Allium sativum (garlic) extract and compounds	Weber ND. et. al.	Planta Med. 1992 Oct;58(5):417-23	1470664
	Frangula alnus	Rhamnaceae				JEV				Aloe-emodin	Aloe-emodin is an interferon-inducing agent with antiviral activity against Japanese encephalitis virus and enterovirus 71	Lin CW. et. al.	Int J Antimicrob Agents. 2008 Oct;32(4):355-9	18701259
	Frangula alnus	Rhamnaceae				EV				Aloe-emodin	Aloe-emodin is an interferon-inducing agent with antiviral activity against Japanese encephalitis virus and enterovirus 71	Lin CW. et. al.	Int J Antimicrob Agents. 2008 Oct;32(4):355-9	18701259
Angiosperm(Phanerogams)	Rheum palmatum	Polygonaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Ethanol extract		Anthraquinone chrysophanol 8-O-beta-D-glucoside	Identification of natural compounds with anti-hepatitis B virus activity from Rheum palmatum L. ethanol extract	Li Z. et. al.	Chemotherapy. 2007;53(5):320-6. Epub 2007 Sep 3.	17785969
Angiosperm(Phanerogams)	Geranium carolinianum	Geraniaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Ethyl acetate extract		Geraniin, Ellagic acid and Hyperin	Anti-hepatitis B virus activities of Geranium carolinianum L. extracts and identification of the active components/ In vitro and in vivo anti-hepatitis B virus activities of a plant extract from Geranium carolinianum L	Li J. et. al.	Biol Pharm Bull. 2008 Apr;31(4):743-7/ Antiviral Res. 2008 Aug;79(2):114-20	18379075/ 18423640
Angiosperm(Phanerogams)	Terminalia chebula	Combretaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Aqueous extract			Antiviral activities of extracts isolated from Terminalis chebula Retz., Sanguisorba officinalis L., Rubus coreanus Miq. and Rheum palmatum L. against hepatitis B virus	Kim TG. et. al.	Phytother Res. 2001 Dec;15(8):718-20	11746867
Angiosperm(Phanerogams)	Sanguisorba officinalis	Rosaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Aqueous extract			Antiviral activities of extracts isolated from Terminalis chebula Retz., Sanguisorba officinalis L., Rubus coreanus Miq. and Rheum palmatum L. against hepatitis B virus	Kim TG. et. al.	Phytother Res. 2001 Dec;15(8):718-20	11746867
Angiosperm(Phanerogams)	Rubus coreanus	Rosaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Aqueous extract			Antiviral activities of extracts isolated from Terminalis chebula Retz., Sanguisorba officinalis L., Rubus coreanus Miq. and Rheum palmatum L. against hepatitis B virus	Kim TG. et. al.	Phytother Res. 2001 Dec;15(8):718-20	11746867
Angiosperm(Phanerogams)	Rheum palmatum	Polygonaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Aqueous extract			Antiviral activities of extracts isolated from Terminalis chebula Retz., Sanguisorba officinalis L., Rubus coreanus Miq. and Rheum palmatum L. against hepatitis B virus	Kim TG. et. al.	Phytother Res. 2001 Dec;15(8):718-20	11746867
Angiosperm(Phanerogams)	Euphorbia humifusa	Euphorbiaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)				Agigenin/ humifusane A, Humifusane B	Anti-HBV active flavone glucosides from Euphorbia humifusa Willd/ New anti-HBV caryophyllane-type sesquiterpenoids from Euphorbia humifusa Willd	Tian Y. et. al.	Fitoterapia. 2011 Mar;82(2):251-4	20450964/ 20940034
Angiosperm(Phanerogams)	Phyllanthus urinaria	Phyllanthaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)			Flavonoid	Ellagic acid	A flavonoid from medicinal plants blocks hepatitis B virus-e antigen secretion in HBV-infected hepatocytes	Shin MS. et. al.	Antiviral Res. 2005 Sep;67(3):163-8	16118024
Angiosperm(Phanerogams)	Paeonia lactiflora	Paeoniaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Crude ethyl acetate extract			In vitro antiviral activity of 1,2,3,4,6-penta-O-galloyl-beta-D-glucose against hepatitis B virus	Lee SJ. et. al.	Biol Pharm Bull. 2006 Oct;29(10):2131-4	17015965
Angiosperm(Phanerogams)	Curcuma longa	Zingiberaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Aqueous extract			Antiviral effect of Curcuma longa Linn extract against hepatitis B virus replication	Kim HJ. et. al.	J Ethnopharmacol. 2009 Jul 15;124(2)	19409970
Angiosperm(Phanerogams)	Jasminum officinale	Oleaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)				Oleuropein	Antiviral efficacy against hepatitis B virus replication of oleuropein isolated from Jasminum officinale L. var. grandiflorum	Zhao G. et. al.	J Ethnopharmacol. 2009 Sep 7;125(2):265-8	19580857
Angiosperm(Phanerogams)	Jasminum officinale	Oleaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)				Oleuropein	Antiviral efficacy against hepatitis B virus replication of oleuropein isolated from Jasminum officinale L. var. grandiflorum	Zhao G. et. al.	J Ethnopharmacol. 2009 Sep 7;125(2):265-8	19580857
Angiosperm(Phanerogams)	Jasminum grandiflorum	Oleaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)				Oleuropein	Antiviral efficacy against hepatitis B virus replication of oleuropein isolated from Jasminum officinale L. var. grandiflorum	Zhao G. et. al.	J Ethnopharmacol. 2009 Sep 7;125(2):265-8	19580857
Angiosperm(Phanerogams)	Jasminum grandiflorum	Oleaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)				Oleuropein	Antiviral efficacy against hepatitis B virus replication of oleuropein isolated from Jasminum officinale L. var. grandiflorum	Zhao G. et. al.	J Ethnopharmacol. 2009 Sep 7;125(2):265-8	19580857
Angiosperm(Phanerogams)	Agrimonia eupatoria	Rosaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Aqueous extract			Inhibition of hepatitis B virus by an aqueous extract of Agrimonia eupatoria L	Kwon DH. et. al.	Phytother Res. 2005 Apr;19(4):355-8	16041735
Angiosperm(Phanerogams)	Swertia yunnanensis	Gentianaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)			Triterpenoids		Chemical constituents of Swertia yunnanensis and their anti-hepatitis B virus activity	Cao TW. et. al.	Fitoterapia. 2013 Sep;89:175-82	23747320
Angiosperm(Phanerogams)	Swertia macrosperma	Gentianaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)				Awermacrolactones A-C	Three new secoiridoids, swermacrolactones A-C and anti-hepatitis B virus activity from Swertia macrosperma	Wang HL. et. al.	Fitoterapia. 2013 Sep;89:183-7	23756190
Angiosperm(Phanerogams)	Phyllanthus nanus	Phyllanthaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)		Ethanol extract			Antiviral effect of Phyllanthus nanus ethanolic extract against hepatitis B virus (HBV) by expression microarray analysis	Lam WY. et. al.	J Cell Biochem. 2006 Mar 1;97(4):795-812	16237706
Angiosperm(Phanerogams)	Illicium henryi	Schisandraceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)				dihydrodehydrodiconiferyl alcohol 9-O-β-D-(3″-O-acetyl)-xylopyranoside, threo-4,9,9'-trihydroxy-3,3'-dimethoxy-8-O-4'-neolignan 7-O-α-rhamnopyranoside	Two new lignans and anti-HBV constituents from Illicium henryi	Liu JF. et. al.	Chem Biodivers. 2011 Apr;8(4):692-8	21480515
Angiosperm(Phanerogams)	Oenanthe javanica	Apiaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)			Phenolic compounds		In vivo and in vitro anti-hepatitis B virus activity of total phenolics from Oenanthe javanica	Han YQ. et. al.	J Ethnopharmacol. 2008 Jun 19;118(1):148-53	18495393
Angiosperm(Phanerogams)	Salvia miltiorrhiza	Lamiaceae	DNA	Class VII	Hepadnaviridae	HBV (Hepatitis B Virus)				Protocatechuic aldehyde	Protocatechuic aldehyde inhibits hepatitis B virus replication both in vitro and in vivo	Zhou Z. et. al.	Antiviral Res. 2007 Apr;74(1	17298850
